Nombre;Categoria;Subcategoria;Color;Precio;Venta;Tallas;Referencia;Otros;
LANA;Mujer;Deportivas;gris;49,90€;Si;36-37-38-39-40-41;69557-C45490;Material principal:Sintetico$Altura:5 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda;
ANA;Mujer;Deportiva;negro;45,90€;Si;36-37-38-39-40-41;69601-C50174;Material principal:Sintetico$Altura:4.50 cm$Material de la suela:De goma$Tipo de tacón:Cuña$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:FOAM$Tipo de puntera:Redonda;
CARIER;Mujer;Deportiva;blanco;49,90€;Si;36-37-38-39-40-41;69465-C50100;Material principal:Sintetico$Altura:5 cm$Material de la suela:De goma$Tipo de tacón:Plataforma$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda;
CAMBY;Mujer;Deportiva;blanco;49,90€;Si;37-38-39-40-41;69587-C50175;Material principal:Sintetico$Altura:7.50 cm$Material de la suela:De goma$Tipo de tacón:Cuña$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda;
CARROT;Mujer;Deportiva;burdeos;49,90€;Si;37-38-39-40;69199-C50098;Material principal:Sintetico$Altura:5 cm$Material de la suela:De goma$Tipo de tacón:Cuña$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda;
plataforma TOP;Mujer;Deportiva;negro;49,90€;Si;38-39-40-41;69282-C24458;Material principal:Sintetico$Altura:6.50 cm;
NUBIS;Mujer;BOTÍN;marron;49,90€;Si;36-37-38-39-40-41;58027-C47320;Material principal:Sintetico$Altura:4 cm$Material de la suela:De goma$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Afilada$Tipo de caña:Media;
PALIX;Mujer;BOTÍN;marron;49,90€;Si;37-38-39-40-41;57994-C47320;Material principal:Sintetico$Altura:6 cm$Material de la suela:De goma$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Media;
ARIA;Mujer;DEPORTIVA;blanco;45,99€;Si;36-37-39-40-41;69905-C48455;Material principal:Sintetico$Altura:5 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda;
NEW OESTE;Mujer;BOTÍN;marron;49,90€;Si;39-40;57985-C47239;Material principal:Sintetico$Altura:5 cm$Material de la suela:De goma$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Media;
NUBIS;Mujer;BOTÍN;taupe;49,90€;Si;38-39-40;58027-C47321;Material principal:Sintetico$Altura:4 cm$Material de la suela:De goma$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Afilada$Tipo de caña:Media;
NEW NAOMI;Mujer;BOTÍN;negro;49,90€;Si;40-41;57984-C35442;Material principal:Sintetico$Altura:9 cm$Material de la suela:De goma$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Media;
NEW MILA;Mujer;BOTÍN;negro;49,90€;Si;39-41;58584-C35442;Material principal:Sintetico$Altura:9 cm$Material de la suela:De goma$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Media;
TOSCA;Mujer;BOTÍN;negro;59,90€;Si;38-39-40;58858-C35442;Material principal:Textil$Altura:8 cm;
SABA;Mujer;BOTÍN;negro;45,99€;Si;41;58142-C35442;Material principal:Sintetico$Altura:6 cm$Material de la suela:De goma$Tipo de tacón:Bloque$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Media;
WAVEY;Mujer;Deportiva;gris;45,99€;Si;39-40-41;69180-C41635;Material principal:Sintetico$Altura:4.50 cm$Material de la suela:De goma$Tipo de tacón:Plataforma$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda;
SAYI;Mujer;Botín;negro;45,90€;No;?;58637-C35442;Material principal:Sintetico$Altura:6 cm$Material de la suela:Caucho$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Media;
AMANAS;Mujer;Sandalias;negro;49,90€;Si;36-37-38-39-40;50662-C50049;Material principal:Sintetico$Altura:10 cm$Material de la suela:Forrada$Tipo de tacón:Bloque$Tipo de cierre:Hebilla$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Abierta;
HIGHSCHOOL;Mujer;ZAPATO;negro;39,99€;Si;37-38-39-40-41;58610-C35442;Material principal:Sintetico$Altura:5 cm$Material de la suela:De goma$Tipo de tacón:Plataforma$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda;
TIVOLI;Mujer;Bolso;negro;32,90€;Si;OS;TIVOLI-C50283;Material principal:Sintetico$Base:1$Altura:20 cm$Ancho:27$Tipo de cierre:Cremallera$Material del interior:Textil;
ERIS;Mujer;BOTÍN;negro;45,90€;Si;36-37-39-40-41;58656-C35442;Material principal:Sintetico$Altura:5 cm$Material de la suela:De goma$Tipo de tacón:Bloque$Tipo de cierre:Elástico$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Baja;
CELANDIA;Mujer;Bota;cuero;99,90€;No;?;50223-C47011;Material principal:Serraje$Altura:5.50 cm$Material de la suela:Madera$Tipo de tacón:Bloque$Tipo de cierre:Sin cierre-Abiertos$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Afilada$Tipo de caña:Alta;
ARES;Mujer;Bota;beige;79,90€;Si;37-38-41;58964-C49914;Material principal:Piel$Altura:5 cm$Material de la suela:Madera$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Afilada$Tipo de caña:Alta;
TERMAL;Mujer;Bolso;marron;32,90€;Si;OS;TERMAL-C50284;Material principal:Sintetico$Forro:Textil$Base:5.50$Altura:13 cm$Ancho:22$Tipo de cierre:Solapa$Material del interior:Sintético;
TERMAL;Mujer;Bolso;negro;32,90€;Si;OS;TERMAL-C50283;Material principal:Sintetico$Forro:Textil$Base:5.50$Altura:13 cm$Ancho:22$Tipo de cierre:Solapa$Material del interior:Sintético;
TERMAL;Mujer;Bolso;verde;32,90€;Si;OS;TERMAL-C49365;Material principal:Sintetico$Forro:Textil$Base:5.50$Altura:13 cm$Ancho:22$Tipo de cierre:Solapa$Material del interior:Sintético;
TERMOLI;Mujer;Bolso;marron;36,90€;Si;OS;TERMOLI-C50284;Material principal:Sintetico$Base:5.80$Altura:16 cm$Ancho:26$Tipo de cierre:Solapa$Material del interior:Sintético;
GLAMSA;Mujer;Botín;marron;49,90€;Si;36-37-38-39-40;58571-C50060;Material principal:Sintetico$Altura:7 cm$Material de la suela:De goma$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Baja;
NEWSESENTA;Mujer;Botín;negro;49,90€;Si;36-37-38-39-40-41;50286-C27784;Material principal:Sintetico$Altura:8.50 cm$Material de la suela:De goma$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Baja;
JOIN;Mujer;Botín;negro;49,90€;Si;37-38-39-40-41;58659-C49874;Material principal:Sintetico$Altura:8 cm$Material de la suela:De goma$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Baja;
ALEXIA;Mujer;DEPORTIVA;cuero;39,90€;Si;40;69618-C47285;Altura:5 cm;
chica ALICE;Mujer;Deportivas;plata;45,90€;Si;36-40;69128-C42715;Material principal:Sintetico$Altura:2 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda;
FIRE;Mujer;Deportivas;blanco;29,90€;Si;36-38-39;69459-C44217;Material principal:Textil$Altura:4 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:Sintético$Tipo de puntera:Redonda;
JOGGO;Mujer;Deportivas;beige;59,90€;Si;39-40-41;69384-C44393;Material principal:Sintetico;
JOGGO;Mujer;Deportiva;kaki;49,90€;Si;37-38-41;69457-C45169;Material principal:Sintetico$Altura:5 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda;
FIRE;Mujer;Deportiva;negro;29,90€;Si;38-39-40;69459-C44216;Material principal:Textil$Altura:4 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:Sintético$Tipo de puntera:Redonda;
JOGGO;Mujer;Deportivas;negro;45,90€;Si;39-40-41;69389-C24458;Material principal:Sintetico$Altura:4.50 cm;
ALEXIA;Mujer;Deportivas;blanco;45,90€;Si;41;69430-C26869;Material principal:Sintetico$Altura:4.50 cm$Material de la suela:De goma$Tipo de tacón:Plataforma$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda;
ALEXIA;Mujer;Deportiva;negro;45,90€;Si;40-41;69430-C27190;Material principal:Sintetico$Altura:4.50 cm$Material de la suela:De goma$Tipo de tacón:Plataforma$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda;
POLSA;Mujer;Deportiva;nude;39,90€;Si;38-39-40-41;69360-C43411;Material principal:Sintetico;
POLSA;Mujer;Deportiva;blanco;39,90€;Si;38;69360-C43409;Material principal:Sintetico;
TANKE;Mujer;Deportivas;negro;45,90€;Si;37;69708-C37109;Material principal:Sintetico$Altura:3 cm$Material de la suela:De goma$Tipo de tacón:Plataforma$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:Sintético$Tipo de puntera:Redonda;
TEMI;Mujer;Deportiva;blanco;29,90€;Si;37;69704-C47265;Material principal:Sintetico$Altura:3 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda;
SETENTA;Mujer;BOTA;negro;59,90€;Si;41;58804-C47176;Material principal:Sintetico$Altura:10 cm$Material de la suela:Sintética$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Alta;
WESTER;Mujer;Botín;negro;89,90€;Si;37-38-39-40-41;50341-C49742;Material principal:Piel$Altura:8 cm$Material de la suela:De goma$Tipo de tacón:Bloque$Tipo de cierre:Elástico$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Afilada$Tipo de caña:Baja;
PASS;Mujer;BOTÍN;negro;39,99€;Si;40-41;58853-C35442;Material principal:Sintetico$Altura:5 cm$Material de la suela:De goma$Tipo de tacón:Bloque$Tipo de cierre:Elástico$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Baja;
SABA;Mujer;Botín;negro;45,90€;Si;36-37-38-39-40-41;58660-C49874;Material principal:Sintetico$Altura:8 cm$Material de la suela:Caucho$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Baja;
LANA;Mujer;Deportivas;blanco;49,90€;Si;41;69557-C19667;Material principal:Sintetico$Altura:5 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda;
BEGO;Mujer;Botín;negro;55,90€;Si;37-38-39-40;58243-C50055;Material principal:Sintetico$Altura:6 cm$Material de la suela:Sintética$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Baja;
NISS;Mujer;Botín;negro;55,90€;Si;36-37-38-39-40-41;50309-C14596;Material principal:Sintetico$Altura:6 cm$Material de la suela:Sintética$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Media;
NEW CLODE;Mujer;Botín;marron;49,90€;Si;36-37-39;58440-C50037;Material principal:Sintetico$Altura:5 cm$Material de la suela:De goma$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Afilada$Tipo de caña:Baja;
LISON;Mujer;Botín;negro;55,90€;Si;36-37-38-39-40-41;58597-C50061;Material principal:Sintetico$Altura:5 cm$Material de la suela:Sintética$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Media;
NOW PALAS;Mujer;Botín;taupe;49,90€;Si;36-38-39-40;58644-C50059;Material principal:Sintetico$Altura:7 cm$Material de la suela:De goma$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Baja;
NOW PALAS;Mujer;Botín;marron;49,90€;Si;36-37-38-39-40-41;58644-C50144;Material principal:Sintetico$Altura:7 cm$Material de la suela:De goma$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Baja;
MANA;Mujer;ZAPATO;negro;39,99€;Si;41;58731-C47168;Altura:7.50 cm;
GLASI;Mujer;Zapato;beige;45,90€;Si;37-38-39-40-41;58574-C50059;Material principal:Sintetico$Altura:7 cm$Material de la suela:De goma$Tipo de tacón:Bloque$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda;
SAGITTA;Mujer;Botín;negro;49,90€;Si;36-37-38-39-40-41;58708-C50055;Material principal:Sintetico$Altura:4.50 cm$Material de la suela:Caucho$Tipo de tacón:Plano$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Media;
GLASS;Mujer;ZAPATO;negro;45,99€;Si;40;58563-C35442;Material principal:Textil$Altura:6.50 cm$Material de la suela:Caucho$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda;
PANA;Mujer;Zapato;negro;35,99€;Si;36-37-38-40;58854-C47168;Material principal:Sintetico$Altura:6 cm$Material de la suela:Caucho$Tipo de tacón:Bloque$Tipo de cierre:Sin cierre-Abiertos$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda;
CENTI;Mujer;Zueco;cuero;59,90€;Si;36-37-38-39;50378-C47011;Material principal:Piel$Altura:5.50 cm$Material de la suela:De goma$Tipo de tacón:Bloque$Tipo de cierre:Sin cierre-Abiertos$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Afilada;
Oxford MILA;Mujer;Zapato;gris;42,99€;Si;36-37-38;57408-C42791;Material principal:Sintetico$Altura:6 cm;
NAO;Mujer;Zapatos;negro;45,99€;Si;40-41;58575-C47176;Material principal:Sintetico$Altura:6 cm$Material de la suela:Caucho$Tipo de tacón:Bloque$Tipo de cierre:Sin cierre-Abiertos$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda;
CIRCE;Mujer;Zapatos;negro;39,99€;Si;41;58629-C47168;Material principal:Sintetico$Altura:5 cm$Material de la suela:Caucho$Tipo de tacón:Bloque$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda;
SNOWY;Mujer;Botín;marron;39,90€;Si;36-37-38-39-40-41;50081-C27928;Material principal:Sintetico$Altura:2 cm$Material de la suela:Sintética$Tipo de tacón:Plano$Tipo de cierre:Sin cierre-Abiertos$Material del interior:Pelo$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Media;
SNOWY;Mujer;Botín;taupe;39,90€;Si;36-37-38-39-40-41;50081-C28595;Material principal:Sintetico$Altura:2 cm$Material de la suela:Sintética$Tipo de tacón:Plano$Tipo de cierre:Sin cierre-Abiertos$Material del interior:Pelo$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Media;
SNOWY;Mujer;Botín;negro;39,90€;Si;36-37-38-39-40-41;50081-C27784;Material principal:Sintetico$Altura:2 cm$Material de la suela:Sintética$Tipo de tacón:Plano$Tipo de cierre:Sin cierre-Abiertos$Material del interior:Pelo$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Media;
CAMPA;Mujer;Botín;marron;49,90€;Si;36-39-40;50354-C27834;Material principal:Textil$Altura:3.50 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Pelo$Material de la planta:Sintético$Tipo de puntera:Abierta$Tipo de caña:Media;
CAMPA;Mujer;Botín;negro;49,90€;Si;36-37-38-39-40-41;50354-C27784;Material principal:Textil$Altura:3.50 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Pelo$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Media;
NEW SCHOOL;Mujer;Botín;marron;49,90€;Si;36-37-38-39-40-41;50019-C50069;Material principal:Sintetico$Altura:3 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Pelo$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Media;
NEW SCHOOL;Mujer;Botín;negro;49,90€;Si;36-37-38-39-40-41;50019-C50071;Material principal:Sintetico$Altura:3 cm$Material de la suela:De goma$Tipo de tacón:Plataforma$Tipo de cierre:Cordones$Material del interior:Pelo$Material de la planta:Goma$Tipo de puntera:Redonda$Tipo de caña:Media;
NEW SCHOOL;Mujer;Botín;taupe;49,90€;Si;36-37-38-39-40-41;50019-C50070;Material principal:Sintetico$Altura:3 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Pelo$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Media;
NENTA;Mujer;Botín;marron;89,90€;Si;36-37-38-39-40-41;50318-C49743;Material principal:Piel$Altura:5.50 cm$Material de la suela:De goma$Tipo de tacón:Bloque$Tipo de cierre:Sin cierre-Abiertos$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Afilada$Tipo de caña:Baja;
MIRTA;Mujer;Botín;beige;49,90€;Si;36-37-38-39-40-41;58336-C50068;Material principal:Sintetico$Altura:2 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Pelo$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Baja;
GLAMSA;Mujer;Botín;taupe;49,90€;Si;36-37-39-40-41;58571-C50059;Material principal:Sintetico$Altura:7 cm$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Baja;
SCORPIUS;Mujer;Botín;taupe;49,90€;Si;36-37-38-39-40-41;58647-C48993;Material principal:Sintetico$Altura:8 cm$Material de la suela:De goma$Tipo de tacón:Vaquero$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Media;
SABA;Mujer;Botín;marron;45,90€;Si;36-37-38-39-40-41;58660-C50076;Material principal:Sintetico$Altura:8 cm$Material de la suela:Caucho$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Baja;
SYRA;Mujer;Botín;verde;89,90€;Si;36-37-38-39-40-41;50347-C47010;Material principal:Piel$Altura:8 cm$Material de la suela:De goma$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Afilada$Tipo de caña:Baja;
CATIO;Mujer;Botín;marron;89,90€;Si;36-37-38-39-40-41;50331-C6047;Material principal:Piel$Altura:5 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cremallera$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Redonda$Tipo de caña:Baja;
CATIO;Mujer;Botín;negro;89,90€;Si;36-37-38-39-40;50331-C49742;Material principal:Piel$Altura:5 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cremallera$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Redonda$Tipo de caña:Baja;
RIANA;Mujer;Bota;verde;55,90€;Si;37;50172-C50089;Material principal:Sintetico$Altura:7.50 cm$Material de la suela:Sintética$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Alta;
bandolera BLED;Mujer;Bolso;burdeos;29,99€;Si;OS;BLED-C43151;Material principal:Sintetico$Base:25$Altura:17.50 cm$Ancho:5.50;
CENTI;Mujer;Zueco;cuero;59,90€;Si;36-37-38-39-40;50378-C49890;Material principal:Piel$Altura:5.50 cm$Material de la suela:De goma$Tipo de tacón:Bloque$Tipo de cierre:Sin cierre-Abiertos$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Afilada;
de lona;Mujer;Deportiva;blanco;23,99€;Si;36-37-38-39-41;13991-I222;Material principal:Textil$Altura:2 cm;
de lona 13991;Mujer;Deportiva;negro;23,99€;Si;36-37-38-40;13991-C20462;Material principal:Textil$Altura:2 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:Textil$Tipo de puntera:Redonda;
NEW PALAS;Mujer;Bota;negro;55,90€;Si;36-37-38-39-40-41;50275-C27784;Material principal:Sintetico$Forro:Textil$Altura:7 cm$Material de la suela:De goma$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Afilada$Tipo de caña:Media;
NEW PALAS;Mujer;Botín;taupe;55,90€;Si;36-37-38-39-40;50275-C28595;Material principal:Sintetico$Forro:Textil$Altura:7 cm$Material de la suela:De goma$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Afilada$Tipo de caña:Media;
NEW PALAS;Mujer;Botín;negro;49,90€;Si;36-37-38-39-40;50276-C27784;Material principal:Textil$Altura:7 cm$Material de la suela:De goma$Tipo de tacón:Ancho$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Baja;
NEW PALAS;Mujer;Botín;marron;49,90€;Si;36-37-38-39-40-41;50276-C27834;Material principal:Textil$Altura:7 cm$Material de la suela:Sintética$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Media;
LEO;Mujer;Deportiva;marron;39,90€;Si;38;69441-034103;Material principal:Sintetico$Altura:2.50 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:FOAM$Tipo de puntera:Redonda;
ARES;Mujer;BOTA;negro;99,99€;No;?;58964-C49742;Material principal:Piel$Altura:5 cm$Material de la suela:Madera$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Afilada$Tipo de caña:Alta;
SYRA;Mujer;Botín;marron;89,90€;Si;37-39-40;50347-C51437;Material principal:Serraje$Altura:8 cm$Material de la suela:De goma$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Afilada$Tipo de caña:Baja;
SORI;Mujer;Botín;negro;45,99€;Si;38-40;58790-C47638;Material principal:Sintetico$Altura:4 cm$Material de la suela:PVC$Tipo de tacón:Plataforma$Tipo de cierre:Elástico$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Baja;
de lona 13991;Mujer;Deportivas;amarillo;23,99€;Si;38;13991-C49312;Material principal:Textil;
de lona;Mujer;Deportivas;verde;23,99€;Si;36-38-40;13991-C49311;Material principal:Textil;
de lona;Mujer;Deportivas;rosa;23,99€;Si;36-37-38-40;13991-C49313;Material principal:Textil;
ARES;Mujer;Bota;marron;99,90€;Si;36-37-38-39-40-41;58964-I3332;Material principal:Piel$Altura:5 cm$Material de la suela:Madera$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Afilada$Tipo de caña:Alta;
ELA;Mujer;Zueco;cuero;69,99€;No;?;58133-C49890;Material principal:Piel$Altura:5 cm$Material de la suela:Madera$Tipo de tacón:Bloque$Tipo de cierre:Sin cierre-Abiertos$Material del interior:Piel$Material de la planta:Madera$Tipo de puntera:Afilada;
PADANG;Mujer;MOCHILA;taupe;35,99€;No;?;PADANG-C47562;Material principal:Sintetico$Base:23$Altura:31 cm$Ancho:16$Tipo de cierre:Cremallera$Material del interior:Textil;
MARILYN;Mujer;Bota;cuero;99,99€;Si;40-41;58134-C49890;Material principal:Piel$Altura:8.50 cm$Material de la suela:Madera$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Afilada$Tipo de caña:Alta;
COW;Mujer;BOTA;cuero;89,99€;Si;39;58962-C49743;Material principal:Piel$Altura:5 cm$Material de la suela:Madera$Tipo de tacón:Bloque$Tipo de cierre:Sin cierre-Abiertos$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Afilada$Tipo de caña:Media;
ANTRAM;Mujer;Bolso;negro;45,90€;No;?;ANTRAM-C50271;Material principal:Sintetico$Base:14$Altura:32 cm$Ancho:32$Tipo de cierre:Cremallera$Material del interior:Textil;
ANTRAM;Mujer;Bolso;gris;45,90€;No;?;ANTRAM-C50269;Material principal:Sintetico$Base:14$Altura:32 cm$Ancho:32$Tipo de cierre:Cremallera$Material del interior:Textil;
SETENTA;Mujer;BOTA;cuero;59,90€;No;?;58804-C48265;Material principal:Sintetico$Altura:10 cm$Material de la suela:Sintética$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda$Tipo de caña:Alta;
MINAYA;Mujer;BOTA;negro;55,99€;No;?;58640-C35442;Material principal:Textil$Altura:5 cm;
ANUBIS;Mujer;BOTA;negro;55,90€;No;?;58662-C47322;Material principal:Sintetico$Altura:4 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cremallera$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Afilada$Tipo de caña:Alta;
ARES;Mujer;BOTA;cuero;99,90€;Si;36-37-39-40-41;58964-C49743;Material principal:Piel$Altura:5 cm$Material de la suela:Madera$Tipo de tacón:Bloque$Tipo de cierre:Cremallera$Material del interior:Piel$Material de la planta:Piel$Tipo de puntera:Afilada$Tipo de caña:Alta;
